Local time,Open,High,Low,Close,Volume
16.01.2020 00:00:00.000 GMT+0300,1556.382,1556.755,1555.275,1556.755,471450.001
16.01.2020 01:00:00.000 GMT+0300,1556.755,1556.755,1556.755,1556.755,0
16.01.2020 02:00:00.000 GMT+0300,1556.722,1556.722,1555.205,1556.552,628660.0232
16.01.2020 03:00:00.000 GMT+0300,1556.542,1558.335,1556.542,1557.175,877969.9802
16.01.2020 04:00:00.000 GMT+0300,1557.175,1557.715,1555.965,1556.585,1514719.9631
16.01.2020 05:00:00.000 GMT+0300,1556.535,1557.345,1555.555,1556.165,850899.9944
16.01.2020 06:00:00.000 GMT+0300,1556.165,1556.915,1555.595,1556.635,1003000.021
16.01.2020 07:00:00.000 GMT+0300,1556.635,1556.635,1555.792,1556.005,454849.9882
16.01.2020 08:00:00.000 GMT+0300,1555.995,1556.175,1551.715,1551.945,1275589.9429
16.01.2020 09:00:00.000 GMT+0300,1551.945,1553.472,1551.845,1553.112,1297919.9886
16.01.2020 10:00:00.000 GMT+0300,1553.135,1553.975,1552.685,1553.712,970839.9773
16.01.2020 11:00:00.000 GMT+0300,1553.702,1554.812,1552.025,1554.055,2247009.9926
16.01.2020 12:00:00.000 GMT+0300,1554.055,1555.885,1553.945,1555.072,1774150.0139
16.01.2020 13:00:00.000 GMT+0300,1555.065,1556.075,1554.745,1554.945,1724910.0208
16.01.2020 14:00:00.000 GMT+0300,1554.945,1556.665,1554.705,1556.435,1135910.0342
16.01.2020 15:00:00.000 GMT+0300,1556.435,1557.702,1555.525,1556.855,1518509.984
16.01.2020 16:00:00.000 GMT+0300,1556.825,1556.895,1552.692,1554.492,3670599.9374
16.01.2020 17:00:00.000 GMT+0300,1554.492,1555.282,1550.922,1554.105,5062139.9879
16.01.2020 18:00:00.000 GMT+0300,1554.102,1555.755,1548.212,1550.972,5073390.007
16.01.2020 19:00:00.000 GMT+0300,1550.962,1551.295,1549.212,1551.075,2728679.8954
16.01.2020 20:00:00.000 GMT+0300,1551.052,1552.452,1550.795,1551.695,1711859.9415
16.01.2020 21:00:00.000 GMT+0300,1551.705,1551.785,1549.635,1550.645,1584879.9944
16.01.2020 22:00:00.000 GMT+0300,1550.635,1552.455,1550.415,1551.925,1831830.0247
16.01.2020 23:00:00.000 GMT+0300,1551.935,1554.175,1551.425,1553.795,2062469.9593
17.01.2020 00:00:00.000 GMT+0300,1553.875,1554.362,1552.622,1552.945,380914.9861
17.01.2020 01:00:00.000 GMT+0300,1552.945,1552.945,1552.945,1552.945,0
